"","x"
"1152","FBgn0033191"
"1153","FBgn0050499"
"1154","FBgn0004132"
"1155","FBgn0033194"
"1156","FBgn0033196"
"1157","FBgn0050491"
"1158","FBgn0033199"
"1159","FBgn0028687"
"1160","FBgn0033206"
"1161","FBgn0033209"
"1162","FBgn0033212"
"1163","FBgn0003733"
"1164","FBgn0033214"
"1165","FBgn0033215"
"1166","FBgn0033216"
"1167","FBgn0050497"
"1168","FBgn0015614"
"1169","FBgn0001091"
"1170","FBgn0002891"
"1171","FBgn0033225"
"1172","FBgn0033226"
"1173","FBgn0029093"
"1174","FBgn0050382"
"1175","FBgn0040780"
"1176","FBgn0085390"
"1177","FBgn0015509"
"1178","FBgn0033233"
"1179","FBgn0023171"
"1180","FBgn0026722"
"1181","FBgn0033235"
"1182","FBgn0033236"
"1183","FBgn0033240"
"1184","FBgn0026361"
"1185","FBgn0027548"
"1186","FBgn0027054"
"1187","FBgn0033246"
"1188","FBgn0033247"
"1189","FBgn0013307"
"1190","FBgn0013308"
"1191","FBgn0033252"
"1192","FBgn0020279"
"1193","FBgn0021814"
"1194","FBgn0025469"
"1195","FBgn0033257"
"1196","FBgn0033260"
"1197","FBgn0033264"
"1198","FBgn0260398"
"1199","FBgn0005648"
"1200","FBgn0033269"
"1201","FBgn0010504"
"1202","FBgn0033271"
"1203","FBgn0033272"
"1204","FBgn0021995"
"1205","FBgn0011659"
"1206","FBgn0033274"
"1207","FBgn0002570"
"1208","FBgn0002569"
"1209","FBgn0002571"
"1210","FBgn0033294"
"1211","FBgn0050359"
"1212","FBgn0050360"
"1213","FBgn0033296"
"1214","FBgn0033297"
"1215","FBgn0033304"
"1216","FBgn0033309"
"1217","FBgn0033313"
"1218","FBgn0022027"
"1219","FBgn0033315"
"1220","FBgn0033317"
"1221","FBgn0003892"
"1222","FBgn0050354"
"1223","FBgn0033320"
"1224","FBgn0033321"
"1225","FBgn0033322"
"1226","FBgn0033323"
"1227","FBgn0033324"
"1228","FBgn0033326"
"1229","FBgn0005695"
"1230","FBgn0086784"
"1231","FBgn0024189"
"1232","FBgn0021825"
"1233","FBgn0033339"
"1234","FBgn0033342"
"1235","FBgn0050349"
"1236","FBgn0003074"
"1237","FBgn0033350"
"1238","FBgn0033352"
"1239","FBgn0027607"
"1240","FBgn0033357"
"1241","FBgn0025709"
"1242","FBgn0033371"
"1243","FBgn0010220"
"1244","FBgn0033373"
"1245","FBgn0033375"
"1246","FBgn0033376"
"1247","FBgn0015838"
"1248","FBgn0033377"
"1249","FBgn0033378"
"1250","FBgn0033379"
"1251","FBgn0033380"
"1252","FBgn0003612"
"1253","FBgn0033382"
"1254","FBgn0260972"
"1255","FBgn0086656"
"1256","FBgn0050342"
"1257","FBgn0050344"
"1258","FBgn0050345"
"1259","FBgn0033387"
"1260","FBgn0033388"
"1261","FBgn0033389"
"1262","FBgn0015477"
"1263","FBgn0033391"
"1264","FBgn0033400"
"1265","FBgn0033401"
"1266","FBgn0028473"
"1267","FBgn0016078"
"1268","FBgn0041087"
"1269","FBgn0033413"
"1270","FBgn0029092"
"1271","FBgn0259234"
"1272","FBgn0085436"
"1273","FBgn0033426"
"1274","FBgn0033429"
"1275","FBgn0025286"
"1276","FBgn0033431"
"1277","FBgn0259678"
"1278","FBgn0005614"
"1279","FBgn0027589"
"1280","FBgn0033443"
"1281","FBgn0023175"
"1282","FBgn0033454"
"1283","FBgn0027580"
"1284","FBgn0050010"
"1285","FBgn0011241"
"1286","FBgn0033457"
"1287","FBgn0033458"
"1288","FBgn0033460"
"1289","FBgn0033463"
"1290","FBgn0033464"
"1291","FBgn0000715"
"1292","FBgn0033465"
"1293","FBgn0033466"
"1294","FBgn0000606"
"1295","FBgn0261014"
"1296","FBgn0033473"
"1297","FBgn0033474"
"1298","FBgn0033475"
"1299","FBgn0033476"
"1300","FBgn0262169"
"1301","FBgn0033479"
"1302","FBgn0033482"
"1303","FBgn0033485"
"1304","FBgn0004907"
"1305","FBgn0003071"
"1306","FBgn0033491"
"1307","FBgn0033494"
"1308","FBgn0033495"
"1309","FBgn0000448"
"1310","FBgn0005619"
"1311","FBgn0003660"
"1312","FBgn0033502"
"1313","FBgn0033507"
"1314","FBgn0026403"
"1315","FBgn0261698"
"1316","FBgn0033518"
"1317","FBgn0053474"
"1318","FBgn0033520"
"1319","FBgn0033521"
"1320","FBgn0033523"
"1321","FBgn0001122"
"1322","FBgn0033524"
"1323","FBgn0033526"
"1324","FBgn0033527"
"1325","FBgn0261862"
"1326","FBgn0033529"
"1327","FBgn0033539"
"1328","FBgn0033540"
"1329","FBgn0033541"
"1330","FBgn0033543"
"1331","FBgn0033544"
"1332","FBgn0024956"
"1333","FBgn0027499"
"1334","FBgn0033548"
"1335","FBgn0033551"
"1336","FBgn0086898"
"1337","FBgn0029134"
"1338","FBgn0033555"
"1339","FBgn0033556"
"1340","FBgn0033557"
"1341","FBgn0033558"
"1342","FBgn0027525"
"1343","FBgn0050016"
"1344","FBgn0033562"
"1345","FBgn0010356"
"1346","FBgn0061356"
"1347","FBgn0033570"
"1348","FBgn0033571"
"1349","FBgn0033572"
"1350","FBgn0050489"
"1351","FBgn0053503"
"1352","FBgn0033578"
"1353","FBgn0033579"
"1354","FBgn0003396"
"1355","FBgn0033582"
"1356","FBgn0037084"
"1357","FBgn0050021"
"1358","FBgn0033591"
"1359","FBgn0085254"
"1360","FBgn0085256"
"1361","FBgn0033599"
"1362","FBgn0010423"
"1363","FBgn0033605"
"1364","FBgn0041174"
"1365","FBgn0033607"
"1366","FBgn0033608"
"1367","FBgn0015582"
"1368","FBgn0033615"
"1369","FBgn0025373"
"1370","FBgn0016047"
"1371","FBgn0024188"
"1372","FBgn0021795"
"1373","FBgn0033629"
"1374","FBgn0033631"
"1375","FBgn0050022"
"1376","FBgn0033633"
"1377","FBgn0033635"
"1378","FBgn0000581"
"1379","FBgn0086712"
"1380","FBgn0044020"
"1381","FBgn0010516"
"1382","FBgn0062449"
"1383","FBgn0033656"
"1384","FBgn0033661"
"1385","FBgn0260932"
"1386","FBgn0033663"
"1387","FBgn0000556"
"1388","FBgn0033665"
"1389","FBgn0033667"
"1390","FBgn0033668"
"1391","FBgn0011704"
"1392","FBgn0033672"
"1393","FBgn0033673"
"1394","FBgn0259985"
"1395","FBgn0260012"
"1396","FBgn0010339"
"1397","FBgn0004463"
"1398","FBgn0026176"
"1399","FBgn0027495"
"1400","FBgn0033685"
"1401","FBgn0033686"
"1402","FBgn0027504"
"1403","FBgn0033688"
"1404","FBgn0085261"
"1405","FBgn0023167"
"1406","FBgn0010621"
"1407","FBgn0033690"
"1408","FBgn0033691"
"1409","FBgn0033692"
"1410","FBgn0000426"
"1411","FBgn0025454"
"1412","FBgn0033696"
"1413","FBgn0033697"
"1414","FBgn0033698"
"1415","FBgn0033699"
"1416","FBgn0033706"
"1417","FBgn0261611"
"1418","FBgn0033708"
"1419","FBgn0061197"
"1420","FBgn0033713"
"1421","FBgn0033714"
"1422","FBgn0033716"
"1423","FBgn0033717"
"1424","FBgn0050047"
"1425","FBgn0050049"
"1426","FBgn0050043"
"1427","FBgn0053013"
"1428","FBgn0053012"
"1429","FBgn0033720"
"1430","FBgn0033733"
"1431","FBgn0033734"
"1432","FBgn0033735"
"1433","FBgn0033737"
"1434","FBgn0033739"
"1435","FBgn0033741"
"1436","FBgn0045063"
"1437","FBgn0033752"
"1438","FBgn0033753"
"1439","FBgn0033754"
"1440","FBgn0022764"
"1441","FBgn0027356"
"1442","FBgn0004435"
"1443","FBgn0050054"
"1444","FBgn0033756"
"1445","FBgn0028683"
"1446","FBgn0061359"
"1447","FBgn0011604"
"1448","FBgn0033760"
"1449","FBgn0033762"
"1450","FBgn0033763"
"1451","FBgn0261673"
"1452","FBgn0261625"
"1453","FBgn0026619"
"1454","FBgn0026741"
"1455","FBgn0020930"
"1456","FBgn0086904"
"1457","FBgn0033775"
"1458","FBgn0000181"
"1459","FBgn0033778"
"1460","FBgn0002069"
"1461","FBgn0033791"
"1462","FBgn0013955"
"1463","FBgn0020370"
"1464","FBgn0086532"
"1465","FBgn0053138"
"1466","FBgn0053182"
"1467","FBgn0033809"
"1468","FBgn0033810"
"1469","FBgn0011763"
"1470","FBgn0043010"
"1471","FBgn0033812"
"1472","FBgn0033814"
"1473","FBgn0033815"
"1474","FBgn0033816"
"1475","FBgn0033834"
"1476","FBgn0259221"
"1477","FBgn0050060"
"1478","FBgn0033842"
"1479","FBgn0040477"
"1480","FBgn0033844"
"1481","FBgn0004638"
"1482","FBgn0033845"
"1483","FBgn0033846"
"1484","FBgn0024556"
"1485","FBgn0260964"
"1486","FBgn0014877"
"1487","FBgn0027581"
"1488","FBgn0033859"
"1489","FBgn0262360"
"1490","FBgn0033865"
"1491","FBgn0033873"
"1492","FBgn0033876"
"1493","FBgn0033879"
"1494","FBgn0033880"
"1495","FBgn0033882"
"1496","FBgn0033883"
"1497","FBgn0033884"
"1498","FBgn0033885"
"1499","FBgn0033886"
"1500","FBgn0013770"
"1501","FBgn0020766"
"1502","FBgn0033890"
"1503","FBgn0033891"
"1504","FBgn0020620"
"1505","FBgn0040752"
"1506","FBgn0033897"
"1507","FBgn0086895"
"1508","FBgn0040751"
"1509","FBgn0033899"
"1510","FBgn0033901"
"1511","FBgn0033902"
"1512","FBgn0033906"
"1513","FBgn0033907"
"1514","FBgn0033911"
"1515","FBgn0033912"
"1516","FBgn0033913"
"1517","FBgn0261276"
"1518","FBgn0033918"
"1519","FBgn0027538"
"1520","FBgn0033924"
"1521","FBgn0033929"
"1522","FBgn0033933"
"1523","FBgn0033935"
"1524","FBgn0024698"
"1525","FBgn0261823"
"1526","FBgn0020245"
"1527","FBgn0010397"
"1528","FBgn0019938"
"1529","FBgn0050077"
"1530","FBgn0010638"
"1531","FBgn0033948"
"1532","FBgn0033949"
"1533","FBgn0033955"
"1534","FBgn0033958"
"1535","FBgn0028689"
"1536","FBgn0050476"
"1537","FBgn0033962"
"1538","FBgn0001319"
"1539","FBgn0033969"
"1540","FBgn0027783"
"1541","FBgn0028434"
"1542","FBgn0053505"
"1543","FBgn0022063"
"1544","FBgn0013773"
"1545","FBgn0015714"
"1546","FBgn0033978"
"1547","FBgn0033979"
"1548","FBgn0013771"
"1549","FBgn0033980"
"1550","FBgn0033981"
"1551","FBgn0013772"
"1552","FBgn0033982"
"1553","FBgn0027596"
"1554","FBgn0033983"
"1555","FBgn0033985"
"1556","FBgn0261854"
"1557","FBgn0033987"
"1558","FBgn0029082"
"1559","FBgn0033994"
"1560","FBgn0033995"
"1561","FBgn0259737"
"1562","FBgn0033999"
"1563","FBgn0034001"
"1564","FBgn0034002"
"1565","FBgn0001187"
"1566","FBgn0003328"
"1567","FBgn0034005"
"1568","FBgn0083959"
"1569","FBgn0034007"
"1570","FBgn0034008"
"1571","FBgn0004698"
"1572","FBgn0013750"
"1573","FBgn0034013"
"1574","FBgn0000996"
"1575","FBgn0085347"
"1576","FBgn0034025"
"1577","FBgn0019968"
"1578","FBgn0022097"
"1579","FBgn0034029"
"1580","FBgn0034032"
"1581","FBgn0013762"
"1582","FBgn0023441"
"1583","FBgn0034035"
"1584","FBgn0262512"
"1585","FBgn0034046"
"1586","FBgn0022160"
"1587","FBgn0003425"
"1588","FBgn0034051"
"1589","FBgn0050093"
"1590","FBgn0034057"
"1591","FBgn0034059"
"1592","FBgn0034060"
"1593","FBgn0020236"
"1594","FBgn0034061"
"1595","FBgn0010590"
"1596","FBgn0034066"
"1597","FBgn0034068"
"1598","FBgn0034070"
"1599","FBgn0034071"
"1600","FBgn0034073"
"1601","FBgn0014020"
"1602","FBgn0017549"
"1603","FBgn0086676"
"1604","FBgn0027091"
"1605","FBgn0034081"
"1606","FBgn0034084"
"1607","FBgn0015754"
"1608","FBgn0034086"
"1609","FBgn0034087"
"1610","FBgn0034089"
"1611","FBgn0034091"
"1612","FBgn0034095"
"1613","FBgn0034096"
"1614","FBgn0261612"
"1615","FBgn0015925"
"1616","FBgn0001308"
"1617","FBgn0024249"
"1618","FBgn0034105"
"1619","FBgn0050100"
"1620","FBgn0034109"
"1621","FBgn0034110"
"1622","FBgn0262511"
"1623","FBgn0034117"
"1624","FBgn0010611"
"1625","FBgn0262560"
"1626","FBgn0034121"
"1627","FBgn0034133"
"1628","FBgn0034135"
"1629","FBgn0034136"
"1630","FBgn0034137"
"1631","FBgn0034138"
"1632","FBgn0016131"
"1633","FBgn0003274"
"1634","FBgn0034141"
"1635","FBgn0034142"
"1636","FBgn0034143"
"1637","FBgn0034145"
"1638","FBgn0040505"
"1639","FBgn0020506"
"1640","FBgn0050463"
"1641","FBgn0034156"
"1642","FBgn0010213"
"1643","FBgn0025830"
"1644","FBgn0014870"
"1645","FBgn0028737"
"1646","FBgn0003091"
"1647","FBgn0262513"
"1648","FBgn0085220"
"1649","FBgn0015562"
"1650","FBgn0034173"
"1651","FBgn0050462"
"1652","FBgn0034175"
"1653","FBgn0034176"
"1654","FBgn0034177"
"1655","FBgn0026402"
"1656","FBgn0034180"
"1657","FBgn0024252"
"1658","FBgn0023172"
"1659","FBgn0034184"
"1660","FBgn0026721"
"1661","FBgn0034186"
"1662","FBgn0010591"
"1663","FBgn0034191"
"1664","FBgn0010226"
"1665","FBgn0050456"
"1666","FBgn0034194"
"1667","FBgn0000079"
"1668","FBgn0000078"
"1669","FBgn0034196"
"1670","FBgn0034197"
"1671","FBgn0034202"
"1672","FBgn0261642"
"1673","FBgn0016697"
"1674","FBgn0021818"
"1675","FBgn0034214"
"1676","FBgn0034215"
"1677","FBgn0034218"
"1678","FBgn0024196"
"1679","FBgn0034223"
"1680","FBgn0034231"
"1681","FBgn0034232"
"1682","FBgn0034237"
"1683","FBgn0028382"
"1684","FBgn0010409"
"1685","FBgn0034242"
"1686","FBgn0034243"
"1687","FBgn0034246"
"1688","FBgn0034247"
"1689","FBgn0029079"
"1690","FBgn0050105"
"1691","FBgn0034251"
"1692","FBgn0034258"
"1693","FBgn0034259"
"1694","FBgn0016059"
"1695","FBgn0034264"
"1696","FBgn0085224"
"1697","FBgn0034269"
"1698","FBgn0034270"
"1699","FBgn0034271"
"1700","FBgn0022740"
"1701","FBgn0027572"
"1702","FBgn0034277"
"1703","FBgn0028744"
"1704","FBgn0028743"
"1705","FBgn0259211"
"1706","FBgn0041585"
"1707","FBgn0034282"
"1708","FBgn0050325"
"1709","FBgn0034286"
"1710","FBgn0034289"
"1711","FBgn0034299"
"1712","FBgn0003520"
"1713","FBgn0001222"
"1714","FBgn0261619"
"1715","FBgn0062440"
"1716","FBgn0034304"
"1717","FBgn0000057"
"1718","FBgn0034307"
"1719","FBgn0034310"
"1720","FBgn0027836"
"1721","FBgn0034314"
"1722","FBgn0053198"
"1723","FBgn0034327"
"1724","FBgn0034345"
"1725","FBgn0034346"
"1726","FBgn0050118"
"1727","FBgn0034350"
"1728","FBgn0028496"
"1729","FBgn0050115"
"1730","FBgn0034360"
"1731","FBgn0034361"
"1732","FBgn0034362"
"1733","FBgn0034363"
"1734","FBgn0034364"
"1735","FBgn0034366"
"1736","FBgn0034367"
"1737","FBgn0000566"
"1738","FBgn0050122"
"1739","FBgn0034372"
"1740","FBgn0262103"
"1741","FBgn0034380"
"1742","FBgn0053147"
"1743","FBgn0034381"
"1744","FBgn0034387"
"1745","FBgn0034389"
"1746","FBgn0034390"
"1747","FBgn0034391"
"1748","FBgn0010551"
"1749","FBgn0034400"
"1750","FBgn0034401"
"1751","FBgn0034402"
"1752","FBgn0034403"
"1753","FBgn0010053"
"1754","FBgn0034405"
"1755","FBgn0034406"
"1756","FBgn0028669"
"1757","FBgn0034412"
"1758","FBgn0034415"
"1759","FBgn0004168"
"1760","FBgn0034417"
"1761","FBgn0034418"
"1762","FBgn0034419"
"1763","FBgn0000578"
"1764","FBgn0034420"
"1765","FBgn0034422"
"1766","FBgn0034425"
"1767","FBgn0034427"
"1768","FBgn0034433"
"1769","FBgn0034436"
"1770","FBgn0034437"
"1771","FBgn0034438"
"1772","FBgn0034439"
"1773","FBgn0034440"
"1774","FBgn0034441"
"1775","FBgn0034442"
"1776","FBgn0261439"
"1777","FBgn0004873"
"1778","FBgn0020440"
"1779","FBgn0040273"
"1780","FBgn0013325"
"1781","FBgn0034446"
"1782","FBgn0023211"
"1783","FBgn0003887"
"1784","FBgn0034447"
"1785","FBgn0260934"
"1786","FBgn0002716"
"1787","FBgn0034452"
"1788","FBgn0026378"
"1789","FBgn0261456"
"1790","FBgn0034455"
"1791","FBgn0003435"
"1792","FBgn0015949"
"1793","FBgn0034472"
"1794","FBgn0034478"
"1795","FBgn0034483"
"1796","FBgn0034484"
"1797","FBgn0034488"
"1798","FBgn0025720"
"1799","FBgn0034491"
"1800","FBgn0005655"
"1801","FBgn0010411"
"1802","FBgn0034493"
"1803","FBgn0034495"
"1804","FBgn0034496"
"1805","FBgn0034497"
"1806","FBgn0026136"
"1807","FBgn0034500"
"1808","FBgn0034503"
"1809","FBgn0034510"
"1810","FBgn0034520"
"1811","FBgn0034521"
"1812","FBgn0015907"
"1813","FBgn0050147"
"1814","FBgn0034527"
"1815","FBgn0034528"
"1816","FBgn0034535"
"1817","FBgn0061362"
"1818","FBgn0034537"
"1819","FBgn0040726"
"1820","FBgn0034546"
"1821","FBgn0011674"
"1822","FBgn0016984"
"1823","FBgn0034552"
"1824","FBgn0034553"
"1825","FBgn0050295"
"1826","FBgn0034564"
"1827","FBgn0034566"
"1828","FBgn0261394"
"1829","FBgn0050291"
"1830","FBgn0034572"
"1831","FBgn0034573"
"1832","FBgn0034577"
"1833","FBgn0034579"
"1834","FBgn0003748"
"1835","FBgn0034585"
"1836","FBgn0085425"
"1837","FBgn0015721"
"1838","FBgn0034588"
"1839","FBgn0002736"
"1840","FBgn0034590"
"1841","FBgn0021872"
"1842","FBgn0026582"
"1843","FBgn0050389"
"1844","FBgn0034598"
"1845","FBgn0261067"
"1846","FBgn0261850"
"1847","FBgn0003162"
"1848","FBgn0027073"
"1849","FBgn0034605"
"1850","FBgn0034606"
"1851","FBgn0085426"
"1852","FBgn0050392"
"1853","FBgn0050390"
"1854","FBgn0016726"
"1855","FBgn0034614"
"1856","FBgn0261554"
"1857","FBgn0034618"
"1858","FBgn0050394"
"1859","FBgn0034622"
"1860","FBgn0034627"
"1861","FBgn0034628"
"1862","FBgn0034629"
"1863","FBgn0026369"
"1864","FBgn0010470"
"1865","FBgn0043070"
"1866","FBgn0016641"
"1867","FBgn0034641"
"1868","FBgn0034643"
"1869","FBgn0034644"
"1870","FBgn0034645"
"1871","FBgn0034646"
"1872","FBgn0034650"
"1873","FBgn0034651"
"1874","FBgn0050263"
"1875","FBgn0034654"
"1876","FBgn0027360"
"1877","FBgn0050290"
"1878","FBgn0034656"
"1879","FBgn0010228"
"1880","FBgn0004362"
"1881","FBgn0050398"
"1882","FBgn0034657"
"1883","FBgn0034658"
"1884","FBgn0034660"
"1885","FBgn0034665"
"1886","FBgn0034674"
"1887","FBgn0034681"
"1888","FBgn0034687"
"1889","FBgn0034688"
"1890","FBgn0034689"
"1891","FBgn0067102"
"1892","FBgn0034691"
"1893","FBgn0034693"
"1894","FBgn0029147"
"1895","FBgn0034703"
"1896","FBgn0034700"
"1897","FBgn0029084"
"1898","FBgn0034704"
"1899","FBgn0034708"
"1900","FBgn0034709"
"1901","FBgn0034713"
"1902","FBgn0025186"
"1903","FBgn0050277"
"1904","FBgn0034715"
"1905","FBgn0034716"
"1906","FBgn0020307"
"1907","FBgn0013272"
"1908","FBgn0017482"
"1909","FBgn0034722"
"1910","FBgn0034723"
"1911","FBgn0034727"
"1912","FBgn0034728"
"1913","FBgn0034729"
"1914","FBgn0034732"
"1915","FBgn0034734"
"1916","FBgn0034735"
"1917","FBgn0260866"
"1918","FBgn0034743"
"1919","FBgn0034744"
"1920","FBgn0034748"
"1921","FBgn0019949"
"1922","FBgn0026261"
"1923","FBgn0034750"
"1924","FBgn0261596"
"1925","FBgn0040091"
"1926","FBgn0034753"
"1927","FBgn0034756"
"1928","FBgn0005631"
"1929","FBgn0028371"
"1930","FBgn0034774"
"1931","FBgn0011211"
"1932","FBgn0000405"
"1933","FBgn0086408"
"1934","FBgn0050271"
"1935","FBgn0259179"
"1936","FBgn0010078"
"1937","FBgn0001263"
"1938","FBgn0034789"
"1939","FBgn0034791"
"1940","FBgn0034792"
"1941","FBgn0034794"
"1942","FBgn0034795"
"1943","FBgn0034797"
"1944","FBgn0034800"
"1945","FBgn0034802"
"1946","FBgn0034803"
"1947","FBgn0050194"
"1948","FBgn0034814"
"1949","FBgn0034816"
"1950","FBgn0034817"
"1951","FBgn0034822"
"1952","FBgn0034824"
"1953","FBgn0034825"
"1954","FBgn0034827"
"1955","FBgn0034829"
"1956","FBgn0034837"
"1957","FBgn0034838"
"1958","FBgn0034842"
"1959","FBgn0050410"
"1960","FBgn0085452"
"1961","FBgn0085453"
"1962","FBgn0040660"
"1963","FBgn0034858"
"1964","FBgn0028497"
"1965","FBgn0034863"
"1966","FBgn0034870"
"1967","FBgn0034877"
"1968","FBgn0034879"
"1969","FBgn0034880"
"1970","FBgn0015277"
"1971","FBgn0034882"
"1972","FBgn0034883"
"1973","FBgn0034884"
"1974","FBgn0034885"
"1975","FBgn0004795"
"1976","FBgn0011296"
"1977","FBgn0016762"
"1978","FBgn0034893"
"1979","FBgn0013548"
"1980","FBgn0011297"
"1981","FBgn0002174"
"1982","FBgn0034897"
"1983","FBgn0034898"
"1984","FBgn0000562"
"1985","FBgn0034903"
"1986","FBgn0034904"
"1987","FBgn0050177"
"1988","FBgn0034907"
"1989","FBgn0010278"
"1990","FBgn0034908"
"1991","FBgn0028411"
"1992","FBgn0034913"
"1993","FBgn0034914"
"1994","FBgn0034915"
"1995","FBgn0034918"
"1996","FBgn0025790"
"1997","FBgn0034919"
"1998","FBgn0025352"
"1999","FBgn0020372"
"2000","FBgn0025336"
"2001","FBgn0034921"
"2002","FBgn0034923"
"2003","FBgn0034925"
"2004","FBgn0015268"
"2005","FBgn0261794"
"2006","FBgn0034933"
"2007","FBgn0023477"
"2008","FBgn0001123"
"2009","FBgn0034936"
"2010","FBgn0034937"
"2011","FBgn0034938"
"2012","FBgn0034939"
"2013","FBgn0034940"
"2014","FBgn0029105"
"2015","FBgn0034943"
"2016","FBgn0003008"
"2017","FBgn0002791"
"2018","FBgn0019948"
"2019","FBgn0034951"
"2020","FBgn0034956"
"2021","FBgn0022708"
"2022","FBgn0013764"
"2023","FBgn0034962"
"2024","FBgn0034964"
"2025","FBgn0011726"
"2026","FBgn0028552"
"2027","FBgn0003353"
"2028","FBgn0034967"
"2029","FBgn0034968"
"2030","FBgn0023170"
"2031","FBgn0025806"
"2032","FBgn0034970"
"2033","FBgn0034971"
"2034","FBgn0086129"
"2035","FBgn0023081"
"2036","FBgn0034975"
"2037","FBgn0034976"
"2038","FBgn0021875"
"2039","FBgn0034982"
"2040","FBgn0015544"
"2041","FBgn0034985"
"2042","FBgn0034986"
"2043","FBgn0259937"
"2044","FBgn0034988"
"2045","FBgn0034990"
"2046","FBgn0034997"
"2047","FBgn0034999"
"2048","FBgn0003888"
"2049","FBgn0004101"
"2050","FBgn0000037"
"2051","FBgn0035001"
"2052","FBgn0002787"
"2053","FBgn0010414"
"2054","FBgn0259729"
"2055","FBgn0035004"
"2056","FBgn0035006"
"2057","FBgn0035009"
"2058","FBgn0015300"
"2059","FBgn0017556"
"2060","FBgn0019886"
"2061","FBgn0035016"
"2062","FBgn0035020"
"2063","FBgn0035021"
"2064","FBgn0016687"
"2065","FBgn0035024"
"2066","FBgn0035025"
"2067","FBgn0035026"
"2068","FBgn0035027"
"2069","FBgn0035028"
"2070","FBgn0035032"
"2071","FBgn0259742"
"2072","FBgn0035039"
"2073","FBgn0015040"
"2074","FBgn0035046"
"2075","FBgn0260456"
"2076","FBgn0040666"
"2077","FBgn0035060"
"2078","FBgn0086908"
"2079","FBgn0035064"
"2080","FBgn0050423"
"2081","FBgn0060296"
"2082","FBgn0043792"
"2083","FBgn0035082"
"2084","FBgn0035083"
"2085","FBgn0027599"
"2086","FBgn0002607"
"2087","FBgn0005634"
"2088","FBgn0004919"
"2089","FBgn0003256"
"2090","FBgn0058191"
"2091","FBgn0043842"
"2092","FBgn0085638"
"2093","FBgn0260995"
"2094","FBgn0039959"
"2095","FBgn0262124"
"2096","FBgn0046706"
"2097","FBgn0020386"
"2098","FBgn0035099"
"2099","FBgn0035100"
"2100","FBgn0035103"
"2101","FBgn0083992"
"2102","FBgn0027786"
"2103","FBgn0035106"
"2104","FBgn0035107"
"2105","FBgn0025592"
"2106","FBgn0024945"
"2107","FBgn0027587"
"2108","FBgn0035110"
"2109","FBgn0035111"
"2110","FBgn0035113"
"2111","FBgn0024806"
"2112","FBgn0035121"
"2113","FBgn0035122"
"2114","FBgn0052845"
"2115","FBgn0035124"
"2116","FBgn0259743"
"2117","FBgn0004373"
"2118","FBgn0052344"
"2119","FBgn0261985"
"2120","FBgn0035136"
"2121","FBgn0262139"
"2122","FBgn0035140"
"2123","FBgn0035141"
"2124","FBgn0035142"
"2125","FBgn0035143"
"2126","FBgn0035144"
"2127","FBgn0035145"
"2128","FBgn0035146"
"2129","FBgn0016715"
"2130","FBgn0035148"
"2131","FBgn0035150"
"2132","FBgn0035154"
"2133","FBgn0052483"
"2134","FBgn0260862"
"2135","FBgn0035162"
"2136","FBgn0260755"
"2137","FBgn0035165"
"2138","FBgn0035166"
"2139","FBgn0035170"
"2140","FBgn0035171"
"2141","FBgn0035173"
"2142","FBgn0054056"
"2143","FBgn0054057"
"2144","FBgn0028999"
"2145","FBgn0261914"
"2146","FBgn0035179"
"2147","FBgn0035181"
"2148","FBgn0035187"
"2149","FBgn0040281"
"2150","FBgn0063667"
"2151","FBgn0035189"
"2152","FBgn0260963"
"2153","FBgn0035192"
"2154","FBgn0004378"
"2155","FBgn0052318"
"2156","FBgn0035194"
"2157","FBgn0035195"
"2158","FBgn0025682"
"2159","FBgn0010333"
"2160","FBgn0035204"
"2161","FBgn0035206"
"2162","FBgn0035207"
"2163","FBgn0035208"
"2164","FBgn0011361"
"2165","FBgn0029514"
"2166","FBgn0003295"
"2167","FBgn0052320"
"2168","FBgn0035216"
"2169","FBgn0035217"
"2170","FBgn0043865"
"2171","FBgn0004635"
"2172","FBgn0052319"
"2173","FBgn0020248"
"2174","FBgn0043458"
"2175","FBgn0028577"
"2176","FBgn0261243"
"2177","FBgn0035227"
"2178","FBgn0035228"
"2179","FBgn0035229"
"2180","FBgn0041342"
"2181","FBgn0035231"
"2182","FBgn0035235"
"2183","FBgn0035236"
"2184","FBgn0035240"
"2185","FBgn0035243"
"2186","FBgn0035244"
"2187","FBgn0013342"
"2188","FBgn0025725"
"2189","FBgn0035249"
"2190","FBgn0035254"
"2191","FBgn0026372"
"2192","FBgn0035256"
"2193","FBgn0035265"
"2194","FBgn0035266"
"2195","FBgn0013811"
"2196","FBgn0027903"
